Edad,Fecha de nacimiento,Sexo,Lugar de residencia,Composición del hogar,Grado de consanguinidad,Número de personas con quienes vive,Profesión de los padres,Nivel escolar,Rendimiento académico promedio,Antecedentes de maltrato familiar o escolar,Participa en actividades extracurriculares,Usa redes sociales activamente,Contactó de forma inapropiada en redes,Involucrado en otros incidentes de agresión,Conocía a la víctima,Antecedentes penales o disciplinarios,Trastorno psicológico o adicción,Atención psicológica previa,Se siente arrepentido,Reconoce que su comportamiento fue incorrecto,Premeditado o impulsivo,Violencia física o amenazas,Actuó solo o con otras personas,Edad inicio consumo pornográfico,Contenido violento o explícito en material
9,2019-10-18,Otro,Lake Brittany,Nuclear,Hermanos,1,Obrero,Universitario,2,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Premeditado,Sí,Solo,7,No
6,2011-04-27,Masculino,Donaldport,Monoparental,Padres,6,Obrero,Técnico,7,Sí,Sí,No,No,No,No,No,Sí,Sí,No,Sí,Impulsivo,No,Con otras personas,6,No
6,2006-10-13,Femenino,Lake Cory,Monoparental,Abuelos,3,Empleado público,Universitario,7,No,Sí,Sí,No,No,No,No,No,No,Sí,Sí,Impulsivo,No,Solo,13,No
13,2016-10-20,Masculino,New Stephenport,Monoparental,Padres,3,Obrero,Técnico,5,Sí,Sí,No,No,Sí,Sí,Sí,No,No,Sí,No,Impulsivo,No,Con otras personas,9,Sí
15,2007-10-07,Otro,Wilsonville,Extendida,Otros familiares,6,Profesor,Primaria,7,No,Sí,No,Sí,Sí,No,Sí,No,No,Sí,No,Premeditado,No,Solo,11,Sí
9,2008-03-11,Masculino,Barronberg,Monoparental,Abuelos,6,Obrero,Secundaria,2,No,No,Sí,Sí,No,Sí,Sí,No,No,No,Sí,Impulsivo,Sí,Solo,7,Sí
4,2015-03-19,Masculino,Lake Brianland,Monoparental,Otros familiares,2,Empresario,Secundaria,3,Sí,No,No,No,No,Sí,No,No,Sí,Sí,No,Premeditado,Sí,Solo,13,No
9,2021-06-04,Femenino,New Ruthbury,Extendida,Abuelos,4,Empleado público,Técnico,8,No,No,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,Impulsivo,No,Solo,11,Sí
17,2021-03-08,Masculino,Jacksonmouth,Nuclear,Hermanos,5,Empresario,Primaria,1,No,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,No,Impulsivo,Sí,Con otras personas,7,Sí
14,2013-09-15,Otro,New Michael,Extendida,Tios,7,Empresario,Técnico,1,No,No,No,No,No,Sí,No,Sí,No,No,Sí,Impulsivo,No,Solo,11,Sí
7,2017-01-12,Otro,Hicksbury,Monoparental,Otros familiares,7,Empleado público,Primaria,6,No,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,Premeditado,Sí,Solo,10,No
14,2014-06-06,Masculino,South Victoriabury,Extendida,Abuelos,6,Profesor,Técnico,2,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Premeditado,Sí,Solo,7,No
8,2006-10-01,Femenino,New Codyland,Extendida,Tios,6,Empresario,Universitario,9,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,No,Premeditado,No,Con otras personas,11,Sí
16,2010-04-18,Masculino,Hardyhaven,Extendida,Hermanos,5,Profesor,Universitario,6,Sí,Sí,No,Sí,No,Sí,No,No,Sí,Sí,No,Premeditado,Sí,Solo,13,No
5,2008-03-19,Masculino,Lake Allen,Nuclear,Otros familiares,4,Empresario,Técnico,6,No,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Premeditado,Sí,Con otras personas,14,Sí
3,2019-07-18,Femenino,Port Brandyfurt,Extendida,Abuelos,7,Profesor,Secundaria,8,No,Sí,Sí,No,No,Sí,No,Sí,Sí,No,No,Premeditado,No,Con otras personas,11,Sí
1,2013-11-30,Masculino,Stephenfort,Nuclear,Abuelos,3,Desempleado,Secundaria,2,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Premeditado,Sí,Solo,11,No
6,2014-08-03,Otro,Petersstad,Nuclear,Otros familiares,1,Obrero,Secundaria,6,No,Sí,Sí,Sí,No,No,Sí,No,No,No,Sí,Impulsivo,Sí,Con otras personas,13,Sí
14,2015-01-19,Otro,Richardborough,Monoparental,Tios,6,Desempleado,Técnico,4,No,Sí,No,No,Sí,No,No,No,No,No,Sí,Premeditado,No,Con otras personas,12,Sí
2,2007-10-05,Masculino,Patriciamouth,Monoparental,Tios,1,Profesional,Técnico,2,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Premeditado,Sí,Con otras personas,14,No
3,2021-03-16,Femenino,South Toddfurt,Monoparental,Hermanos,2,Profesional,Técnico,9,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Impulsivo,No,Con otras personas,9,Sí
12,2023-01-19,Masculino,Christopherport,Nuclear,Otros familiares,4,Desempleado,Secundaria,7,Sí,No,No,No,Sí,Sí,No,Sí,No,Sí,No,Impulsivo,No,Solo,9,Sí
8,2008-11-11,Femenino,South Antoniobury,Nuclear,Tios,1,Obrero,Universitario,8,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Impulsivo,Sí,Solo,13,Sí
10,2008-01-28,Otro,East Johnborough,Nuclear,Otros familiares,1,Desempleado,Universitario,7,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,Premeditado,No,Solo,6,No
11,2013-05-15,Otro,South Andrew,Monoparental,Hermanos,2,Obrero,Universitario,7,No,No,No,No,No,No,No,No,No,Sí,No,Impulsivo,Sí,Con otras personas,14,No
5,2016-07-11,Femenino,North Anthonyland,Nuclear,Otros familiares,5,Desempleado,Secundaria,1,Sí,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Impulsivo,Sí,Con otras personas,14,Sí
14,2015-03-29,Masculino,Lake Michaelville,Monoparental,Abuelos,5,Obrero,Universitario,9,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Premeditado,No,Solo,8,No
10,2012-09-30,Otro,North David,Extendida,Hermanos,2,Profesor,Primaria,6,Sí,Sí,No,No,No,Sí,No,Sí,No,No,Sí,Impulsivo,No,Con otras personas,10,No
9,2008-12-17,Masculino,Brownfurt,Monoparental,Tios,6,Profesor,Universitario,4,No,No,Sí,Sí,No,Sí,No,No,Sí,No,No,Impulsivo,No,Solo,9,No
15,2023-09-03,Otro,South Derekland,Extendida,Otros familiares,7,Empresario,Primaria,6,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,No,Impulsivo,Sí,Solo,8,Sí
1,2013-05-07,Otro,North Jenny,Monoparental,Tios,5,Empleado público,Secundaria,2,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Impulsivo,Sí,Solo,10,No
4,2013-01-06,Otro,East Ryan,Monoparental,Hermanos,4,Obrero,Universitario,7,No,No,Sí,Sí,No,No,No,Sí,No,Sí,Sí,Premeditado,No,Con otras personas,7,No
1,2009-07-31,Masculino,Courtneybury,Extendida,Padres,1,Profesor,Primaria,5,Sí,No,No,Sí,Sí,No,No,No,Sí,Sí,Sí,Premeditado,No,Con otras personas,11,Sí
5,2008-11-18,Otro,Andrewfurt,Extendida,Hermanos,5,Obrero,Primaria,9,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,Sí,Impulsivo,Sí,Solo,8,Sí
17,2016-06-11,Otro,Huntland,Monoparental,Padres,4,Empresario,Secundaria,7,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,No,Premeditado,Sí,Solo,8,No
7,2006-12-19,Femenino,Transtad,Monoparental,Padres,7,Empleado público,Secundaria,3,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,No,Sí,Premeditado,No,Solo,11,No
9,2019-02-14,Otro,Elizabethland,Monoparental,Tios,1,Desempleado,Primaria,8,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Impulsivo,No,Con otras personas,6,No
1,2013-01-29,Femenino,East Jessicabury,Nuclear,Tios,4,Empresario,Universitario,2,No,Sí,No,Sí,Sí,No,No,No,No,Sí,No,Premeditado,No,Con otras personas,10,No
3,2023-05-17,Masculino,Fritzstad,Nuclear,Otros familiares,1,Empresario,Técnico,2,No,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,No,Premeditado,Sí,Solo,11,Sí
17,2015-01-05,Femenino,Lake Kathleen,Monoparental,Hermanos,5,Desempleado,Técnico,8,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Premeditado,No,Solo,12,Sí
13,2015-04-16,Masculino,Port Steven,Monoparental,Padres,6,Desempleado,Universitario,1,No,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,Impulsivo,Sí,Con otras personas,8,No
3,2012-01-16,Femenino,Robertmouth,Extendida,Hermanos,3,Profesor,Universitario,3,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,Premeditado,No,Solo,11,Sí
5,2018-02-25,Otro,Seanfurt,Extendida,Tios,6,Desempleado,Primaria,8,Sí,No,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Impulsivo,No,Solo,8,Sí
14,2006-07-19,Otro,Lisaberg,Nuclear,Padres,5,Empresario,Técnico,7,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,Impulsivo,Sí,Solo,8,No
8,2009-03-27,Masculino,East Brett,Nuclear,Otros familiares,5,Empresario,Secundaria,5,No,Sí,No,Sí,No,No,No,No,No,No,Sí,Premeditado,Sí,Con otras personas,11,No
16,2021-12-31,Masculino,Kristaside,Nuclear,Hermanos,5,Desempleado,Técnico,8,No,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,Premeditado,Sí,Solo,11,Sí
5,2017-05-27,Otro,Lake Debraland,Nuclear,Tios,3,Obrero,Secundaria,7,Sí,No,No,Sí,Sí,No,Sí,No,No,No,Sí,Premeditado,No,Con otras personas,7,Sí
10,2018-05-05,Femenino,Janicechester,Nuclear,Otros familiares,1,Empresario,Técnico,8,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Sí,Sí,Premeditado,No,Solo,12,No
15,2015-10-18,Femenino,Port Daniel,Nuclear,Padres,1,Profesional,Secundaria,2,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Premeditado,Sí,Solo,7,Sí
8,2008-02-27,Otro,Carterland,Monoparental,Abuelos,5,Profesional,Primaria,4,No,No,Sí,No,No,Sí,No,Sí,Sí,No,No,Impulsivo,No,Solo,7,No
7,2023-05-05,Femenino,Port Alexander,Monoparental,Hermanos,5,Profesor,Primaria,8,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Premeditado,Sí,Solo,14,Sí
6,2017-12-04,Masculino,West Michelle,Monoparental,Tios,6,Empleado público,Técnico,4,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Impulsivo,No,Con otras personas,9,Sí
16,2014-11-09,Femenino,Sabrinatown,Monoparental,Otros familiares,6,Empleado público,Universitario,4,No,Sí,No,Sí,No,Sí,No,Sí,No,Sí,Sí,Impulsivo,Sí,Solo,13,Sí
1,2017-09-27,Otro,Ronaldland,Nuclear,Hermanos,1,Profesor,Técnico,3,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Impulsivo,No,Con otras personas,12,Sí
3,2021-01-28,Masculino,Katelynview,Nuclear,Abuelos,6,Desempleado,Técnico,5,No,Sí,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Impulsivo,Sí,Con otras personas,9,No
6,2012-06-03,Masculino,West Shannonburgh,Extendida,Padres,4,Profesional,Secundaria,2,No,No,No,Sí,Sí,No,Sí,No,No,No,Sí,Premeditado,Sí,Con otras personas,8,Sí
8,2010-03-19,Otro,Smithbury,Nuclear,Abuelos,2,Profesional,Técnico,2,Sí,Sí,No,No,Sí,No,No,No,Sí,No,Sí,Premeditado,Sí,Solo,11,No
6,2011-11-18,Masculino,West Robert,Extendida,Otros familiares,7,Obrero,Secundaria,4,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,Premeditado,Sí,Con otras personas,7,Sí
14,2021-02-11,Masculino,Louisberg,Monoparental,Abuelos,4,Empleado público,Universitario,9,Sí,No,No,No,No,Sí,Sí,Sí,No,Sí,No,Premeditado,No,Solo,10,No
11,2010-04-02,Femenino,Amyfort,Nuclear,Otros familiares,6,Desempleado,Técnico,2,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,Impulsivo,Sí,Con otras personas,11,No
7,2010-06-22,Masculino,West Maxwell,Monoparental,Otros familiares,2,Empresario,Universitario,6,No,No,No,No,Sí,Sí,No,No,No,No,Sí,Premeditado,Sí,Con otras personas,7,Sí
4,2010-12-30,Otro,South Summer,Monoparental,Tios,3,Obrero,Secundaria,8,No,No,Sí,No,No,Sí,No,No,No,No,Sí,Impulsivo,No,Solo,9,Sí
14,2012-06-12,Otro,Arthurville,Extendida,Hermanos,2,Desempleado,Técnico,4,Sí,Sí,No,No,Sí,No,No,No,No,No,Sí,Premeditado,No,Solo,12,No
16,2006-05-10,Femenino,Ramirezchester,Nuclear,Padres,3,Profesor,Secundaria,7,No,Sí,No,No,Sí,No,Sí,Sí,No,No,Sí,Impulsivo,Sí,Solo,9,Sí
5,2016-08-11,Masculino,Juliechester,Nuclear,Abuelos,3,Desempleado,Secundaria,6,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,Impulsivo,No,Con otras personas,11,No
5,2022-05-22,Otro,West Monicaland,Monoparental,Abuelos,6,Profesor,Técnico,5,Sí,No,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,Impulsivo,No,Con otras personas,7,Sí
11,2021-03-12,Masculino,East Mikaylafurt,Nuclear,Padres,2,Desempleado,Secundaria,1,No,No,Sí,No,No,Sí,No,No,Sí,No,No,Premeditado,Sí,Con otras personas,10,No
9,2017-02-13,Femenino,Hallview,Monoparental,Otros familiares,6,Profesor,Secundaria,3,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Premeditado,No,Solo,13,Sí
8,2008-02-04,Otro,Fernandezhaven,Monoparental,Padres,6,Obrero,Secundaria,5,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,No,No,Premeditado,No,Solo,14,Sí
5,2013-11-23,Otro,Rosalesshire,Monoparental,Tios,5,Desempleado,Técnico,7,No,No,No,No,Sí,No,Sí,Sí,No,Sí,No,Premeditado,Sí,Solo,9,Sí
16,2006-03-07,Masculino,Lake John,Extendida,Abuelos,2,Empresario,Secundaria,6,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,Impulsivo,No,Solo,8,Sí
12,2006-04-04,Otro,Makaylaburgh,Extendida,Abuelos,3,Empresario,Técnico,2,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,No,Premeditado,Sí,Con otras personas,13,Sí
8,2017-04-27,Otro,Melissamouth,Extendida,Otros familiares,6,Profesor,Secundaria,5,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Premeditado,No,Con otras personas,7,No
15,2021-11-18,Masculino,Keithbury,Monoparental,Otros familiares,4,Empresario,Universitario,5,Sí,Sí,No,Sí,No,No,Sí,No,Sí,Sí,No,Premeditado,No,Solo,14,No
3,2010-12-17,Otro,Port Cheryl,Nuclear,Abuelos,2,Empresario,Primaria,4,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Premeditado,Sí,Solo,6,Sí
17,2013-06-06,Masculino,West Kevin,Extendida,Tios,4,Profesional,Primaria,3,Sí,No,Sí,No,Sí,No,Sí,Sí,No,No,No,Premeditado,No,Con otras personas,14,Sí
7,2010-06-07,Femenino,New Dakotafort,Extendida,Abuelos,6,Obrero,Universitario,7,No,No,Sí,No,No,Sí,Sí,No,No,Sí,Sí,Impulsivo,Sí,Solo,14,Sí
15,2019-12-06,Femenino,East Jeremiahton,Extendida,Otros familiares,3,Desempleado,Técnico,8,Sí,No,No,No,No,Sí,Sí,No,No,Sí,No,Premeditado,Sí,Solo,7,No
3,2019-05-02,Masculino,Lake William,Nuclear,Abuelos,5,Obrero,Secundaria,2,Sí,No,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,Impulsivo,No,Con otras personas,13,Sí
7,2018-02-25,Masculino,West Colintown,Nuclear,Padres,5,Profesional,Universitario,6,Sí,No,No,Sí,No,Sí,Sí,No,Sí,Sí,No,Premeditado,Sí,Con otras personas,6,No
12,2014-01-27,Otro,Comptonchester,Extendida,Tios,4,Empleado público,Universitario,5,Sí,No,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Premeditado,No,Solo,7,Sí
7,2018-01-06,Otro,Lake Markhaven,Extendida,Abuelos,5,Profesor,Técnico,2,Sí,No,Sí,No,Sí,No,Sí,Sí,No,No,Sí,Premeditado,No,Solo,6,Sí
5,2021-11-29,Femenino,Billyberg,Extendida,Hermanos,5,Profesional,Secundaria,6,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Premeditado,No,Con otras personas,12,Sí
7,2012-12-27,Otro,Edwardston,Monoparental,Tios,5,Profesor,Universitario,3,No,No,Sí,Sí,Sí,No,Sí,No,No,No,Sí,Premeditado,No,Solo,7,Sí
14,2008-11-03,Masculino,Mathewstown,Monoparental,Abuelos,2,Profesor,Secundaria,9,No,No,No,Sí,No,No,Sí,No,Sí,Sí,Sí,Impulsivo,No,Con otras personas,14,Sí
8,2006-04-09,Masculino,Port Marc,Nuclear,Padres,7,Obrero,Técnico,1,Sí,Sí,No,No,No,Sí,Sí,Sí,No,No,Sí,Impulsivo,Sí,Solo,8,Sí
3,2022-04-02,Femenino,North Jay,Nuclear,Otros familiares,1,Empleado público,Secundaria,7,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,No,Premeditado,No,Con otras personas,9,Sí
3,2011-06-05,Otro,Alexamouth,Monoparental,Padres,4,Desempleado,Técnico,3,No,No,Sí,No,No,No,No,No,Sí,No,Sí,Impulsivo,Sí,Con otras personas,12,No
11,2018-11-20,Otro,Ramseyland,Monoparental,Abuelos,2,Profesional,Técnico,3,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,Impulsivo,Sí,Solo,10,Sí
13,2020-04-01,Masculino,Duffybury,Nuclear,Tios,2,Desempleado,Primaria,7,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Impulsivo,Sí,Con otras personas,10,No
6,2020-07-03,Femenino,Johnsonview,Nuclear,Tios,3,Profesional,Primaria,3,No,Sí,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Impulsivo,No,Solo,7,No
7,2023-05-23,Femenino,North Joe,Nuclear,Tios,7,Empleado público,Secundaria,2,Sí,No,Sí,No,Sí,Sí,No,No,No,No,No,Premeditado,No,Solo,8,No
1,2022-01-11,Masculino,West Lisabury,Nuclear,Tios,3,Empleado público,Universitario,2,Sí,No,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Premeditado,No,Con otras personas,12,Sí
13,2014-10-08,Femenino,Moralesville,Extendida,Abuelos,1,Profesor,Secundaria,7,No,Sí,Sí,No,No,Sí,No,Sí,No,Sí,Sí,Impulsivo,Sí,Con otras personas,7,Sí
10,2009-08-21,Masculino,Suzanneport,Extendida,Hermanos,7,Empleado público,Secundaria,7,No,Sí,No,Sí,No,Sí,Sí,No,No,No,Sí,Impulsivo,Sí,Solo,6,Sí
17,2009-11-28,Masculino,Jasonside,Monoparental,Padres,1,Empresario,Universitario,8,Sí,Sí,No,Sí,No,Sí,No,No,No,No,Sí,Impulsivo,Sí,Con otras personas,7,Sí
1,2023-09-16,Masculino,West Diamondstad,Monoparental,Otros familiares,4,Profesional,Primaria,5,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Premeditado,No,Con otras personas,13,No
2,2017-11-02,Femenino,North Barbara,Nuclear,Otros familiares,5,Empleado público,Primaria,6,No,No,No,Sí,Sí,No,Sí,No,Sí,No,Sí,Premeditado,Sí,Solo,13,No
10,2010-07-29,Masculino,North Lee,Extendida,Otros familiares,4,Obrero,Secundaria,3,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Premeditado,No,Con otras personas,11,Sí
10,2013-03-08,Femenino,Barbaraburgh,Nuclear,Hermanos,3,Desempleado,Secundaria,2,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Premeditado,Sí,Con otras personas,6,No
7,2007-11-24,Otro,Bartlettview,Extendida,Hermanos,1,Obrero,Universitario,6,Sí,No,No,No,No,No,No,Sí,No,Sí,No,Impulsivo,No,Con otras personas,13,Sí
15,2017-05-28,Otro,Hollandchester,Monoparental,Hermanos,5,Profesional,Técnico,7,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Premeditado,Sí,Solo,7,No
3,2020-12-07,Otro,Alexandershire,Nuclear,Abuelos,1,Profesor,Primaria,3,No,No,No,Sí,No,Sí,No,Sí,No,No,Sí,Premeditado,Sí,Solo,7,Sí
14,2017-08-06,Otro,Davidfurt,Nuclear,Hermanos,1,Profesor,Secundaria,2,No,No,No,No,No,No,No,Sí,Sí,Sí,No,Premeditado,No,Solo,8,Sí
17,2018-06-20,Otro,New Jamieport,Monoparental,Hermanos,1,Profesional,Primaria,4,No,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,Sí,Impulsivo,No,Con otras personas,12,Sí
8,2010-03-02,Otro,Ericksonmouth,Monoparental,Tios,7,Empresario,Primaria,5,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,No,Premeditado,Sí,Solo,6,Sí
12,2006-02-16,Otro,Taylorchester,Nuclear,Tios,1,Desempleado,Universitario,5,No,No,No,Sí,Sí,No,No,No,Sí,Sí,No,Premeditado,No,Con otras personas,10,No
1,2005-12-04,Otro,Sarahport,Monoparental,Tios,1,Desempleado,Universitario,5,No,Sí,No,Sí,Sí,Sí,No,Sí,No,No,No,Impulsivo,Sí,Con otras personas,8,Sí
7,2007-06-08,Otro,Port Dylanborough,Monoparental,Hermanos,4,Obrero,Técnico,3,Sí,Sí,No,No,Sí,No,No,Sí,No,No,No,Impulsivo,No,Solo,6,Sí
15,2017-01-03,Masculino,Franklinton,Monoparental,Padres,3,Empleado público,Universitario,6,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Impulsivo,Sí,Solo,12,No
6,2005-12-10,Masculino,Kennedyhaven,Extendida,Hermanos,2,Profesor,Primaria,2,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,No,Impulsivo,No,Solo,12,No
5,2016-07-10,Otro,North Mario,Monoparental,Padres,1,Empleado público,Secundaria,6,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,No,Premeditado,No,Con otras personas,13,No
6,2015-09-26,Femenino,South Vickimouth,Nuclear,Tios,5,Desempleado,Secundaria,5,Sí,Sí,No,No,No,No,Sí,No,Sí,Sí,Sí,Impulsivo,Sí,Con otras personas,12,Sí
16,2007-08-08,Femenino,East Daniel,Nuclear,Otros familiares,1,Empresario,Primaria,4,Sí,No,Sí,No,Sí,No,Sí,Sí,No,No,Sí,Premeditado,Sí,Solo,9,Sí
2,2012-06-05,Masculino,Andrewtown,Extendida,Tios,3,Desempleado,Secundaria,4,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Impulsivo,No,Solo,11,Sí
13,2010-05-07,Femenino,New Troy,Extendida,Tios,7,Empresario,Universitario,8,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,No,Sí,Premeditado,Sí,Con otras personas,8,No
8,2021-05-15,Femenino,Brookeburgh,Nuclear,Tios,2,Obrero,Secundaria,7,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Sí,Sí,Premeditado,Sí,Con otras personas,13,No
9,2009-09-02,Masculino,West Tracy,Nuclear,Hermanos,6,Empleado público,Universitario,2,Sí,No,Sí,No,Sí,No,Sí,No,No,No,Sí,Impulsivo,No,Con otras personas,14,Sí
3,2020-11-24,Masculino,Emilyville,Nuclear,Tios,5,Empresario,Primaria,4,Sí,No,No,No,No,Sí,Sí,Sí,Sí,No,No,Premeditado,Sí,Solo,10,Sí
9,2013-06-23,Otro,Richardfort,Monoparental,Padres,1,Profesor,Secundaria,3,Sí,Sí,No,No,Sí,No,No,Sí,Sí,No,No,Impulsivo,No,Con otras personas,10,Sí
5,2006-07-09,Masculino,New Jorge,Nuclear,Otros familiares,6,Empresario,Universitario,4,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Impulsivo,Sí,Solo,7,No
7,2006-03-26,Femenino,Mercerton,Nuclear,Abuelos,5,Obrero,Técnico,1,Sí,Sí,No,No,No,No,Sí,Sí,No,No,Sí,Impulsivo,Sí,Con otras personas,8,Sí
1,2008-01-24,Femenino,Williamland,Nuclear,Padres,3,Profesor,Secundaria,5,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Premeditado,No,Solo,8,No
4,2010-04-18,Masculino,Shawmouth,Extendida,Otros familiares,7,Desempleado,Técnico,7,Sí,No,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Premeditado,No,Solo,13,No
5,2011-03-19,Otro,Johnmouth,Monoparental,Otros familiares,6,Desempleado,Universitario,8,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,Sí,No,Premeditado,No,Solo,11,Sí
6,2019-10-14,Femenino,Diazhaven,Extendida,Abuelos,3,Profesor,Técnico,9,Sí,No,Sí,Sí,No,Sí,No,No,No,No,No,Premeditado,No,Con otras personas,11,Sí
7,2022-12-15,Femenino,Ortizside,Monoparental,Abuelos,4,Profesor,Técnico,9,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,Premeditado,Sí,Solo,6,Sí
15,2013-05-25,Otro,Davidside,Extendida,Otros familiares,7,Obrero,Técnico,3,Sí,No,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Premeditado,Sí,Solo,8,No
5,2013-05-26,Otro,Hughesville,Nuclear,Abuelos,1,Profesor,Técnico,2,Sí,No,No,Sí,Sí,No,Sí,No,Sí,No,Sí,Impulsivo,Sí,Solo,14,No
12,2018-07-02,Masculino,New Michelle,Extendida,Otros familiares,6,Profesor,Secundaria,5,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Premeditado,No,Solo,8,No
5,2016-12-19,Masculino,Rachelstad,Nuclear,Padres,7,Desempleado,Técnico,1,No,Sí,Sí,No,Sí,No,No,Sí,No,Sí,No,Premeditado,No,Con otras personas,11,Sí
17,2006-11-10,Femenino,Carterton,Nuclear,Hermanos,2,Desempleado,Universitario,1,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Impulsivo,Sí,Solo,12,Sí
13,2009-10-23,Femenino,Lindseyhaven,Nuclear,Hermanos,3,Profesor,Técnico,4,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,Sí,Impulsivo,No,Solo,11,Sí
8,2009-07-13,Femenino,South Justin,Nuclear,Padres,3,Empleado público,Universitario,2,No,No,No,Sí,Sí,Sí,No,No,Sí,No,Sí,Impulsivo,No,Solo,7,Sí
14,2020-02-17,Otro,Richardsonchester,Monoparental,Abuelos,2,Empresario,Universitario,7,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Impulsivo,No,Solo,11,Sí
2,2019-11-13,Otro,Carpenterview,Extendida,Padres,6,Empleado público,Técnico,9,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Impulsivo,Sí,Solo,13,No
9,2009-07-28,Otro,Rebeccafurt,Nuclear,Otros familiares,1,Profesor,Técnico,8,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,No,Impulsivo,Sí,Con otras personas,9,No
